,date,developerResponse,review,rating,isEdited,userName,title
33,2020-05-28 15:37:19,,"I like the platform, but the UIs on the various platforms - and especially iOS / iPadOS - are getting worse, not better, with every update. 

They are ultimately following the “cram every feature into it” model. The current iOS UI is far less useable because now I have groups which has reorganized everything making the UI require a smaller font on an already tiny screen (and my eyesight is not getting any better with age).  I also have (horribly crappy) Facebook menu UI buttons at the bottom for Home, DMs, Mentions, and You. In the previous UI I didn’t need these because everything was already there.

Things which were easy like setting status are now buried multiple screens deep and searching for previous conversations is much harder. 

Facebook is not the UI you want to model. It’s not intuitive, clunky, and archaic. Remember, people didn’t flock to Slack because it looked and worked like Facebook. They flocked to Slack because it was easy to use and intuitive and made sense and didn’t require a “here’s what is new and how to use it” every time something new came out (all stuff Facebook does). 

Please fire those UI devs and PMs which you hired from Facebook and go back to what you had before. It was better and it worked.",2,False,SquidlyMan,"Like the platform, UIs are getting worse"
34,2020-01-21 21:09:20,"{'id': 13085341, 'body': ""That's so kind! Thanks a lot. 🤩"", 'modified': '2020-01-23T17:24:11Z'}","This app is satisfactory functional, but that's not why I'm writing this review.
Rather, when it comes time to update the app, the staff at slack gives us information about what problems occurred that have been fixed. But, whoever writes said update descriptions deserves an employee of the month parking space, ideally close to the entrance of your business. The wit alone is fantastic, but this individual seemingly put a lot of put time into writing such update descriptions, writing several paragraphs for only ONE of the several jokes contained therein. Being amused where I didn't anticipate to be amused, the technical details of my phone. Thank you, unnamed slack employee(s), you've made this day even better.",5,False,impressed user 556,Going the extra mile
35,2020-11-09 09:11:10,,"Seriously, it sounds like I own it, but I’m just a user. Caveat, I’m not an “at work” user, but I’m an avid user and part of 7 active groups, largest having 2000 members, give or take. I’m not saying it’s the best, but it is the one I know, and haven’t found myself wishing it Qs better, and it improved my life by a ton. 
So, that’s it for any group of people organized around any mission or for any reason, from a club, to a political cause. And even to stay in touch with friends abroad, whatever. It will be useful, at no cost on any level (not Facebook “free”) it’s a great tool for people to operate and communicate in a democratic way and keep it all together... this WILL be of value to all.",5,False,BernieBro™️,"Part of a group, but no slack, stop and get it"
36,2018-07-13 15:39:34,,"First, my rant (feel free to skip):
I was not pleased when Microsoft purchased Skype, and my fears were increasingly justified as I saw version release after version release further thrash GUI conventions (if Microsoft made light switches, down would turn the light on and up would turn it off...). Finally, the family decided to stop using Skype for our domestic and international communications needs. We switched to Slack...

Second, my review:
It took some getting used to, but Slack is now our family communication hub... we’ve got channels for making travel plans, sharing recipes, and even communicating while playing Minecraft (yes, I know, Microsoft...).

Slack has not only replaced Skype, but is quickly replacing our need to use generic texting and e-mail.  I’m still very fond of Discord, but who knows...!?

I highly recommend slack.  Delve into it.  Learn it well, and perhaps you too will adopt it as your one comm app to rule them all!

5-stars.  Hands down.
Slack people: promise me you’ll never sell this to Microsoft when Team simply doesn’t grab enough market share, and they come knocking.  Pretty please...",5,False,"XRC’er by day, Papa by night",Becoming my go to comm app...
37,2021-09-07 17:24:24,,"Best for managing inter department company communications. New hires can take advantage of the awesome search tool. Makes my job so much more efficient. Not for everyone, but no doubt about it... couldn't manage as I do with Slack by using email. I only use iOS when on the go... but a tip for some who might have missed it, you need to manage the settings on the desktop app for how/when/what notifications you receive on your phone. Use desktop settings for when/what to push to iOS app as far as notifications. You may still find issues, but thats where you wanna start.",5,False,DonAman,Couldn't manage my team without Slack. Email threads? No thanks
38,2023-09-21 06:35:59,,"Every month or so something changes that is completely disruptive. Channels can no longer be in a custom order, themes no longer have custom colors (worst part of that is that support told me it was for “accessibility”, which the only way that’s even relevant is if they want to force every person to have an accessible theme. If the colors I want don’t conform to WCAG that’s fine, my personal theme doesn’t effect anyone else. I’m all for accessibility and actively encourage it, but to use it as an excuse for this is gross), workspaces now take an extra click to change (and I switch workspaces very frequently, so this is easily into the hundreds of extra clicks per day), all the features I never use now take up space on the home screen, etc, etc. One of Slack’s tag lines is “Built for productivity”, but all the big changes keep adding burdens to my productivity.",1,False,HappyCustomer2014,Tired of constant changes
39,2018-09-22 21:22:00,"{'id': 5245580, 'body': ""Thanks for your review and sorry about the trouble you've been having with Slack. The issue with a stuck status sounds odd - would you mind dropping us a line to feedback@slack.com so we can take a closer look?"", 'modified': '2018-09-26T15:56:28Z'}","The notifications are so quiet that even on full volume, I almost never hear them, which makes this app nearly useless. This is my biggest irritation.

Second, it sometimes literally takes days for the app to recognize going from a dead zone to WiFi. During this time, I’ll get notifications, but they won’t load because I’m “offline.” I also can’t change my status during these times, so if I’ve been on vacation, or away for any other reason, I can’t change the status to say that I’m back in town. I’ve tried restarting the app, my phone, turning WiFi off and using data instead...nothing has worked. Since slack is the only app that has this problem, I’m inclined to believe it’s the app and not the phone. 

If these things could be changed, I would happily write a new and improved review.",2,False,Whyyyyyyyyyy123,Volume and connectivity issues
40,2020-07-29 21:43:08,,"So far, this app hasn’t done anything bad per se. It gets the job done, just a basic app for work. However, I wish you could choose what kind of messages will send you a notification. If you just downloaded this app, be wary about notifications. From what I know, Slack only notifies you if you/the channel is tagged/mentioned, so anything else sent in the channels you will not receive a notification for, which is kind of annoying. For example, when I or someone else has a question, that does not need the whole channels attention, but is not directed at a specific person, no one will be notified of the message. Which means that it can take a while for someone to get back to you.",4,False,Loose_eel,"So far, so good, some issues though"
41,2021-06-24 21:44:29,"{'id': 23598902, 'body': ""Hi Yuri. Sorry to hear that you've having issues with using Slack on your iPhone and iPad. Would you mind dropping us a note via feedback@slack.com and we can take a closer look into them for you? Thanks!"", 'modified': '2021-06-26T09:09:56Z'}","Barely adequate for phone users. For folks primarily using tablets, this app (compared to the desktop and web) is a significant source of lost time and miscommunication. The message writing is just abysmal. List and font formatting in particular have bugs with years standing that can result in a long message being a total loss or only recoverable by copying and pasting into another app, fixing, then returning. Except, long messages and text selection in Slack iOS seem effectively incompatible, again due to bugs or interaction glitches. Some kinds of simple list and text formatting easily done in Slack for desktop or the web app are simply impossible in the iOS app. Not because of limitations or missing features. Because of old, old bugs.

If the Slack apps for the desktop and for the web are Slack’s A-games, this cornucopia of frustration is their C game. At best.",1,False,Y.G.L.,"Years-Old, Time-Wasting Bugs"
42,2019-02-20 17:49:33,,"This app a great tool that I have used many times in many companies. I work as a contracted graphic designer for multiple companies so it can get a bit hectic. When I am working, I use an iMac and I get my notifications immediately, which is great. I also have the app for my iPhone 6, which would be a nice convenience, yet my notifications almost always never come through on time, if at all. 

When I step away from my computer, I would expect the same immediacy that I get from my computer. Sometimes I will sit back down at my computer, only to realize I had multiple messages sent to me that I never received in an alert on my phone. 

Sometimes I will be away from my computer, and my phone will start dinging like a grandfather clock at noon with 5, 10, 15+ notifications that came through all at once. I will say my internet connection is great, and rarely have issues. 

I have no idea what the issue is which phone notifications, but it’s beyond terrible. I constantly restart the app and my phone. Nothing seems to fix this issue and it makes me want to pull my hair out. I just wish Slack could fix this notification issue with phones. It would make my life so much easier.",2,False,Pimpdaddy69,"Slack is great, but is slacking on notifications"
43,2022-10-11 02:49:25,"{'id': 32531938, 'body': ""Hi there, I'm sorry to hear that Slack is not meeting your expectations. Our support team is always here to help with any concerns or feedback. When you have a moment, please write in to feedback@slack.com to flag this with our support team. We'll be happy to help!"", 'modified': '2022-10-12T11:24:20Z'}","I am forced to use this product but find it terribly limiting, frustrating and an impediment to efficiency. Despite providing insight to Slack on many occasions, the company consistently limits user productivity by refusing to enable standard features such as printing, multi user chats, and copy/paste. Always claiming it’s for security reasons, the company is adamant they can’t safely provide the product features their competitors can. Most recently Slack would not allow me to paste a contact name as a DM recipient. It would only let me type it in or select it from the thousands of members in my company.  Why not let me paste text?!  Ugh.   All my peers are frustrated by the poor feature set, the ugly UI, and the single window limit.  My God, how did we ever select this tool and why do we still use it?!   My recommendation is — use a different product.   You can’t do worse.",1,False,md_burch,"Weak, frustrating app"
44,2021-09-13 13:15:28,"{'id': 25104083, 'body': 'Hi there,\n\nThanks for your feedback! We\'ll be sure to share that suggestion about a ""most recent"" tab with our team. If you\'d like to troubleshoot any of the issues you\'re having with notifications, feel free to write in at feedback@slack.com!', 'modified': '2021-09-14T21:27:38Z'}","Been using Slack for years now— A powerful communication tool. However, it is not very intuitive for new users. It takes a little while for people to understand how to use it. But once they do, awesome! My biggest complaint is that notifications are not consistent and I end up missing things, especially across several workspaces and as the app syncs between several devices. It would be MOST helpful if slack would add a “most recent” tab at the top of the workspace (like with threads), so that we could go to one place and see all of the most recent activity, instead of having to scan every channel and DM for a possible message that was missed.",4,False,elyckrd,Almost wonderful
45,2020-04-02 22:06:14,,"The amount of issues I have had to try and solve with Slack is quite astounding. My main complaint is the organization of the profile. When I log into slack I can’t just use my email and password like most other apps. I have to have the name of a slack workspace??? What is the point of that? I don’t have URLs memorized by heart so logging in is always a challenge on a new device. 

The mobile app is so limited compared to other apps. Never before have I felt so crutches by which version I am using. All the features I am searching for only seem to exist on the web browser. Sadly that doesn’t help my phone blowing up with all the notifications. There needs to be better support for the phone. 

All-in-all, I would never recommend Slack to anyone. Not until they fix their phone support and user interface.",2,False,Trebu Trey,Poor Interfacing and Issues Galore
46,2019-03-02 17:25:57,,"I don’t mind the logo, but I am disappointed in the newest update to make the icon background white. Should at the very list provide the option to chose the background color icon in the app. 

Another issue I have been experiencing with slack on iOS is with notifications. Often times, but not always, it will make the notification sound and show the notification on the lock screen for just a moment before it disappears. So unless my phone is next to me, I would not know there was a notification that went off. When you use slack to receive alerts for oncall, this is very bad. 

Should also implement a dark mode for the app itself.",4,False,mil1i,"Slack Icon update, thumbsdown!"
47,2023-09-06 16:45:59,"{'id': 38787209, 'body': 'Hello! Please navigate to your app\'s ""You"" tab - ""Notifications"" - ""Troubleshoot Notifications"".  Once the tests are complete, tap the three dots in the upper right corner of the screen and select ""Send Report"" to flag your results with our support team for further help.', 'modified': '2023-09-07T20:24:51Z'}","What’s the use of having notifications and being able to work remote with varying time zones if this app will ALWAYS silence my notifications!!!! The most frustrating part is people will try to reach me and I won’t get to their messages because it’s night time where I am… I wake up at 330am every day and work with people outside of my time zone. No matter how many times I edit my notification settings to always notify me and deactivate my preferred “sleep hours” it NEVER notifies me. It’s the most frustrating thing and at this point it’s costing me money. This app is supposed to be used for communication, it gets 1 star because I can’t even use it for communicating with the way it’s been working these past few months. Please change this. Majority of your users are working and collaborating not all just in one time zone!!!",1,False,Amirah21m,ALWAYS SILENCES MY NOTIFICATIONS!
48,2019-03-24 04:44:25,,"So awesome!! It’d be better though is Slack didn’t auto delete messages and hide them behind a paywall and would also be better if we had the ability to edit/delete messages a regardless of how much time has passed and free video/voice chat. If you don’t wanna spend money on video/voice chat or Spence money getting extra storage of messages, just use discord. It’s basically the same thing with a few slight differences like direct responses to a single text but like each text is a post and the replies could be comments on that message, for example. Again awesome app, loving the new dark mode and businesses, this app is perfect for you!!",5,False,Shr3D.Shr3D,Awesome App!!
49,2024-01-18 20:17:19,"{'id': 41408127, 'body': 'We\'re sorry for the trouble. We recommend resetting the app\'s cache when you run into behavior like this. You can do so from the app\'s ""You"" tab - ""Preferences"". If you continue to run into trouble after this, please head to the ""You"" tab - ""Preferences"" - ""Send Feedback"" to flag this with our support team and provide some logs needed to investigate. We\'ll be happy to help!', 'modified': '2024-01-19T23:25:43Z'}","This app is overly difficult to even upload a profile pic, let alone to get into a workspace where you don’t have that email on your device.  Half-hour into just trying to get my three workspaces connected on my iPad.  Teams looks like a rockstar compared to this app.  Every time I turn around I have to confirm something followed by an error.  So frustrated at this wasted time I am about to permantly delete it and just not be as active in the workspaces I can’t get loaded.  Not sure how this not-a-gem app made the Editors Pick when it doesn’t even operate correctly.  Had to use the browser version just to get my profile pic loaded correctly and this took a few searches to find some blogs where this is a common issue.  So much for a good user experience.",2,False,Disappointed LastPass User,Brutal on iOS
50,2020-09-04 12:05:20,,"Let me start off my immediately mentioning how great the staff and technical support for Slack are.. totally willing to help in any way, you are never left with unanswered questions!

The platform is EVERYTHING!  I primarily wanted to use the Slack platform to get my team on the same page (sort to speak), but then noticed how my team started showing each other process pieces and ‘how-to’s..  essentially they were teaching themselves!  This built confidence and camaraderie which gives the team a feeling of family during a time we can’t work together.

I HIGHLY RECOMMEND Slack. It caters to all levels of tech abilities, super simple and savvy!!",5,False,Dean - D.N.,The saving grace for my team
51,2023-10-28 20:15:28,"{'id': 39884664, 'body': 'We’re so sorry for the trouble, could you please write to us at feedback@slack.com? We’d love to gather some more information and take a closer look at this. 🔎\n\nWarmly,', 'modified': '2023-11-02T07:40:05Z'}","Completely unnecessary redesign - done horribly. Slack used to be my favorite app and is now at the bottom of the list. If I wanted this crap, I’d use Teams. The workspace switcher in slack enterprise is ridiculous and dumb. Why would you force us to unify multiple workspaces when we don’t want to and you have very poor/limited channel/dm organization? Bring back the way it was and let us organize between workspaces - or organize / separate channels more!!

At least it was impossible for you to screw up mobile as bad as you did desktop. It’s appalling how bad the redesign is there - between the multiple ridiculous sidebars, limited workspace switcher, and almost no ability to organize between workspaces in enterprise. We now have a mess of hundreds of dms or channels “unified” through each our workspaces….thanks a lot for nothing.",1,False,The.Mac.Genius,Horrible new redesign
52,2020-07-15 17:46:08,,"Still very difficult to use and know where to find things, and which section I need to look at, maybe because I’m technically a year older than the range of a millennial?  It would be lovely if it integrated with the company email, intranet, shared drive, one drive on the search but that would probably take some negotiating on intellectual property rights between other companies etc.  Way too many groups or projects getting encouraged to open a slack group, and a suggestion on this I have is don’t make the default that someone gets pinged on every single message by anyone in that group unless they get directly mentioned.  Slack becomes way too overwhelming like email and Facebook and other social platforms that people will quickly ignore.",3,False,Mandybethd,Just ok
53,2022-07-22 13:14:06,"{'id': 31057157, 'body': ""Hi there, We're sorry to hear you can't navigate away from the app while trying to upload photos. When you have a moment, please navigate to your app’s “You” tab - “Preferences” - “Send Feedback” to flag this with our support team. We’ll be happy to help!"", 'modified': '2022-07-24T08:50:11Z'}","The most frustrating thing about this app is that you have to stay in the app while uploading photos, whereas I can start to upload photos and leave other messenger systems and the photos will still upload but if you leave in Slack, they’ll just stop and become a “failure to upload” and often you won’t be able to delete the failed ghost messages until days later. Often if you send too many photos like more than 5, it seems to not like that either and will fail to upload them altogether even if you stay with app open waiting for them…I have never experienced this with other major messaging platforms. These feel like 1990s issues.",3,False,idylle.doll,It’s alright…
54,2021-11-24 15:53:07,,"**We are an organization who pays to use Slack. Recent updates introduced an issue which causes photo uploads to fail constantly when done in larger quantities. It’s been going on for at least 3 months and while support says they are aware of the problem, has no real timeline or insight into if or when it will ever be fixed. They also are unwilling to entertain providing us with older, working builds of the app so our organization can function like we used to (we are a news outlet so submitting photos from the field is a huge and critical part of what we do). Needless to say we are highly disappointed in Slack, the support provided (essentially “we know there’s a problem” and that’s it), and their blatantly lacking QA. We’re looking elsewhere for a paid solution that actually delivers.",1,False,KDLake,Critical Image Upload Issues
55,2018-10-09 15:38:04,,"This app is pretty awesome for on the go use. I like that the app has not lost hardly any functionality from the desktop version and has even added a few cool features. For example the ability to swipe on the contacts list to bring up previous conversations is really cool and intuitive.
I do agree with other users that it is entirely time consuming and has led to me having almost no time for other work. I would not say it has increase my productivity. That’s not really Slack’s fault, though. I just turn it completely off any time I want to do actual work.",5,False,Mctennis555,Great mobile app with intuitive functionality
56,2020-06-04 02:49:22,,"I (like many) have recently added many group messaging apps to my phone for work and school groups during quarantine. Slack was a later addition to the collection but it is so much better than all the others! The ability to create channels within a group, the self DM feature (where you can set reminders, write notes, etc.), and the intuitive design make this app superior to other group messaging apps. Joining multiple very large groups and keeping files, conversations, and sub-groups so well organized within those groups is nothing short of amazing.",5,False,nragu,Far and away the best group messenger
57,2023-08-24 01:10:41,,"It's a chat app. How is it this buggy? 

Individual DMs no longer have a close button, the big red close button on group DMs just does nothing, desktop app and phone app have constant split-brains and don't stay in sync - reviving old messages or threads. When you try to start a DM to multiple people it opens new messages to every individual one of the people who's name you typed. Draft messages you sent keep popping up and disappearing in drafts. Notifications stay for things you took care of on the desktop app, messages aren't marked as read until you read them 3 times, threads constantly tell you there is a new message when you already read it.

Seriously - it's a chat app. How is the state management this abysmal? I can imagine worse, but it's still like they TRIED to make it this bad.",1,False,JohnPostlethwait,Garbage App
58,2023-06-16 15:46:26,"{'id': 37178985, 'body': ""Hi there! Thank you for your feedback. While there isn't currently a way to revert back to your preferred behaviour, we're listening closely to thoughts on the changes and will keep this in mind moving forward. We appreciate you taking the time to let us know how the updates impact you."", 'modified': '2023-06-17T23:28:05Z'}","I have no idea why, but they keep pushing updates that make the user experience worse with no way to go back to how it was before.

Example 1:  Sorting channels and people.  A little while back they added a new sorting options and completely removed the old way.  The old way was good, why not leave it as an option?  Why force users into a worse experience.

Example 2: Side threads. Now they push an update to completely close side threads when switching channels, and again no way to undo it.  Now I can’t view a thread while switching around channels to find information.  IMO a terrible business decision.  And again, why force users into a worse experience than before..",2,False,Advisor you need,Actively making their product worse
59,2020-12-03 22:08:57,,"I’m a 20-something and the interface makes me feel like a boomer. I can barely get started on the app because there are so many asinine hoops to jump through for literally no reason. And, any change I make is basically permanent to the point where if I make a mistake with workspaces I basically have a delete my entire account and do it all over again. You’d think that it would be so much easier to use a regular messaging interface, but this is atrocious- why not just use Discord? It’s literally the same thing without the headaches of random extra steps. Why is it so difficult to join a group it literally doesn’t make any sense I have to authenticate my account four or five times for it to just send my in random circles to try and join workspaces AND even then it won’t let me join. Horrible app, just use iMessage.",1,False,bluebird334,So Hard to Gat Started
60,2020-04-19 04:36:50,,"This app is seriously incredible. There is a slight learning curve for using this app, but once you get the hang of it, it is so helpful and effective in communicating with the largest of groups down to personal messages. It’s almost social-media-like format makes it easy to use and pick up after just a little practice. The more apps you link to it the more useful it can be. My one suggestion would be a “Do Not Disturb” option for a certain days of the week(ie having notifications off on the weekends without having to turn it on do not disturb every Friday and back on, on Monday).",4,False,scratwurst,Wonderful App! So much better than email or something like GroupMe for workplace communication!
61,2021-05-24 19:20:25,"{'id': 23017738, 'body': 'Thanks so much for your feedback, we really appreciate it. Please feel free to reach us out at feedback@slack.com so we can help you out with your notifications. Warmly, the Slack team.', 'modified': '2021-05-26T08:36:42Z'}","Great app … except my notifications / the lil red dots that show you where you have unread new .. it just flat out keeps bugging , seems like at least 3 times a month I have to delete and reinstall and the last time .. it just didn’t help . But still I do love the format of this app for what we use it for .  Btw  please go check out soulsavy , this community is awesome .. a buncha like minded sneaker heads trying to beat the bots with what is called the pre cart method , if one person can’t cop , another person 9 times out of ten will cop an sell to someone in the community for retail . Sooo  awesome .. and the age group is so diverse .  I’m 50 and am treated so awesome !! Look it up , there is no better sneaker head group on this planet IMO .",3,False,sm0knMunk,Sole Savy !
62,2023-10-24 16:47:54,"{'id': 39742351, 'body': 'Hello! We\'d be interested in hearing more about this issue. When you have a moment, please navigate to your app\'s ""You"" tab - ""Preferences"" - ""Send Feedback"" to flag this with our support team and provide some logs we\'ll need to investigate. We\'ll be happy to help!', 'modified': '2023-10-26T00:30:16Z'}","The latest update as of October 2023 that needlessly redesigned a bunch of stuff introduced a bug that results in an undismissable notification badge. It says 25 when I open the app, there’s nothing. I tried reaching out to support who told me to press COMMAND-ESCAPE (clearly they didn’t understand that a mobile app doesn’t have this option but I tried it on my computer anyway) and that seemed to at least remove the badge when I cleared any new messages the first time I tried it a week or so ago but now it doesn’t work at all. Please fix this because in the meantime I need to turn off badges for my neurodivergent sanity.",4,False,lidamoonrose,Bugs
63,2018-09-05 01:57:09,,"Slack is the bomb. I use it for all group messaging. It’s useful to see all of the history of every message went to join onto a new channel. I even enjoyed the podcast on Slack from NPR‘s How I Built This. Slack should be your one stop group messaging app for business, get together’s, collaboration, or just plain messaging. The interface is very user-friendly. And I would suggest this app to anyone. I am giving this app a five star rating, because it deserves it not because I am biased. I personally use it for messaging/collaborating with my colleagues. I personally have had no problems with the app, and it runs very smoothly.",5,False,🌮TaCoS!!,The bomb
64,2021-08-01 13:58:09,,"I can see the benefit of using Slack over standard business communication tools, but in my opinion, the app can quickly become bloated and messy if it is relied on as a replacement to traditional email. 

The channels quickly become cluttered and keeping track of threads that ACTUALLY pertain to you can be a complete mess at times. My company uses slack as its messenger/social media/task (micro)management and it is extremely frustrating and counterintuitive. It seems like an app designed for children rather than grown adults conducting business, which probably explains why its users behave like such. 

Would prefer to live in a Slack-less world, but I recognize that when used as intended, it can be useful and complimentary to Outlook, Calendar, and G-Suite.",2,False,austiniodtx,Depends on how your organization uses it
65,2020-05-16 07:55:07,,"This last update has made mobile so difficult to use, and less accessible. Mentions are annoying to get to, dark mode is only available if the whole phone is on dark mode, and the app keeps shutting down when I try to use the swipe feature (that only appears to be useful part of the time). In addition, the way the channels are arranged is different. It’s getting closer to Discord - if I wanted to use Discord, I would use Discord. What I want is Slack.

I loved Slack when I first got it, but the frequent UI changes on the mobile app are frustrating. Why do I have to keep re-learning how to use this app? 

I would just stick to the browser, but I need to access it everywhere for work. Very frustrating.",2,False,JellyfishWitch,"Great features, terrible updates"
66,2019-08-01 21:07:15,"{'id': 10057217, 'body': ""Hey there and thanks for your kind words! Interesting point about clearing notifications for deleted messages. We'll raise this with the team - appreciate you taking the time to bring it up."", 'modified': '2019-08-07T15:55:10Z'}","Is it just me who intentionally reads the text that is sent along with new updates by Slack devs to enjoy the great sense of humor? You guys nail that part. I have a feeling that you produce these many bugs for you to joke about them. 
When someone deletes a message, it is not deleted from the notifications on the recipient’s side. My colleague told me that I sent him a message and he couldn't find it when he clicked on it. Little did he know, I deleted it. Could you please fix this issue, so that my colleague doesn't have to click on deleted messages. It is a kinda creepy issue. It is making him worried and he is thinking Slack is haunted. Help my colleague.",4,False,Mustafabar,Nice updates
67,2020-11-30 14:50:11,,"My team was scrabbling trying to find ways to work together and collaborate like we had been doing in person at the office. Setting up Zoom calls and Microsoft teams discussions were great, but Slack allows us to actually share articles, direct message from both your phone and work computer, and connect the rest of the team to your google calendar. Slack has enabled us to (almost) mimic the kind of quick collaboration we were able to do while in the office. I expect my branch to continue to use Slack even after things go back to normal.",5,False,mason7799!!,Slack is the answer for collaboration during COVID-19
68,2023-11-07 04:47:27,,"I upgraded from the free plan  
 when I click the link in my app workspace to upgrade it led me to the wrong workspace being upgraded!! this is a bug because the correct email and workspace was already logged into the app so when you click upgrade why does it take you to a different email address account and workspace on Slack?! 
Now customer service has taken more than two days to fix this issue and I am behind on the work and I cannot even contact my team!! this is absolutely ridiculous and horrible service from them! 
It’s obvious that this company did not hire quality assurance engineers to test this feature! Fix your bugs and fix my issue so I can get my Chanel back on the correct workspace!",1,False,V good 7,Slow customer service takes 12 hours to reply back!
69,2022-05-11 23:38:09,"{'id': 29717865, 'body': ""We're very sorry for the notification trouble. This doesn't sound right at all. If you're still experiencing issues, please write to us at feedback@slack.com. We'll be standing by to help."", 'modified': '2022-05-13T03:13:21Z'}","I temporarily disabled Slack notifications on my phone to keep it quiet for a meeting.  When I turned them back on again I still was not getting notifications.  Slack’s own built in testing showed they should work, but I still was not getting any.  I just reinstalled the app after deleting it.  We’ll see if it works.  I should not have to do that, and you should be able to control notifications without the worry that if you make a change it will break the app.   I am not impressed.  My client used this, so I have to use it.  At this point I would not recommend it as a reliable project communication management tool given I was missing important messages for a while because I was not being notified I had any…",1,False,Stop_breaking_it,Notifications not working correctly.
70,2021-05-26 13:27:18,"{'id': 23064457, 'body': 'Hi there, We’re sorry to hear about this issue with iPad videos freezing When you have a moment, please email us at feedback@slack.com to flag this with our support team. We’ll be happy to help!', 'modified': '2021-05-28T10:20:04Z'}","App used to be great. Now it's bloated, slow and buggy. Gripe: While in a call on the iPad if you switch to another channel the avatar/control to return to the call disappears and can only be accessed by rotating the device (intuitive) or force quitting and re-joining the call. Notification: replying to a notification looks like it's working but the reply never actually goes anywhere. Recipients often think i'm being unresponsive but it's just Slack slacking (as usual). Other products are starting to encroach on Slack and soon we will be using so many others to fill in the bugs and gaps in Slack that we will just stop using Slack. We are a paid team.

Update: Now video on the iPad freezes constantly. This is with all parties having solid connections. Terrible and getting worse.",1,False,MorsesCode,Good->Bad->Unusable
71,2020-11-24 14:19:41,"{'id': 19317805, 'body': ""Hi there, sorry to hear that Slack can be too complicated for some users. We understand that some users require more assistance than others, that's why our support team are at the ready to help. You can email us at feedback@slack.com get assistance from our support team. We’ll be happy to help!"", 'modified': '2020-11-24T10:16:55Z'}","There needs to be a “Slack Jr” for some purposes. For example, this could be helpful when the “workforce” consists of  volunteers with a wide range of abilities and life experience. Likewise, a range of experience and comfort in using technology needs to be taken into account. 
In particular, organizations such as political campaigns or other time-limited projects need to be able to ditch some of the bells and whistles, in order to optimize the learning curve.
(After posting this review, the developer replied with info on how to contact the support team. I’ve been down that rabbit hole with other companies; if you need to contact support, it’s too complicated for the intended use. As I said, a simpler version for more short-term use or a wider range of user skills would be helpful.)",2,True,grannyd2018,Too complicated for some purposes
72,2019-11-02 01:57:13,,"I’ve used Slack in every company since started my professional career in the Silicon Valley. I find it very intuitive and like how you can control when and how to receive notifications; especially because I’ve always worked with teams offshore (India) and a lot of times I don’t want to be interrupted at night but once in a while I can check in for a task or when I’m on call rotation. 

I’m color-blind, so their interface is awesome for me!

I just wish they were more strict with their third party apps/partners. Don’t let just any random app make it to the market without lots of validation.",5,False,Xopmac,Love how intuitive it is
73,2017-09-18 06:13:17,,"I use this app to connect with Pokémon go players in my area so we can meet up for raids, etc. But every single time I open the app, it freezes on the most recent messages of the last channel I viewed. I have to close and open the app multiple times before it decides to work properly and sometimes (like right now) it's completely unusable because it stays frozen despite me reopening the app, checking to make sure I didn't miss an update or something, or restarting my phone. I have mentioned this issue to other users and they say they often have the same problem. How am I supposed to use a product that I can't even get to open properly? Please fix this issue.",3,False,Cmarie2511,Very useful but CONSTANTY frozen
74,2023-06-04 23:44:44,"{'id': 36953347, 'body': 'Hi there, we\'re very sorry for the trouble with setting up giphy on Slack. We\'ve shared your thoughts with the product team for their consideration. If you need anything else please navigate to your app\'s ""You"" tab - ""Preferences"" - ""Send Feedback"" to contact our support team. We\'ll be happy to help!', 'modified': '2023-06-06T09:51:44Z'}","I tried to set up giphy for use in my workplace’s channels. I looked up in the app and when I searched for gifs it would only pull up one at a time, and I only had the option to shuffle for another one. Didn’t like that so I did a google search to try and get it set up with my keyboard or with in-app integrations. It took forty minutes of back and forth and having to reset passwords and being taken from the app to my phone’s browser, only to find out that the integration is the same as if I would have just searched it like I had before, only pulling up one gif result at a time. Absolutely awful, and rage inducing. Don’t use this use GroupMe which already has integrations available without fuss and save yourself the headache.",1,False,Jovonovo,Integrations set up and functionality is AWFUL
75,2022-12-23 22:37:49,"{'id': 33917904, 'body': 'Hi there,\n\nPlease navigate to your app’s “You” tab - “Notifications” - “Troubleshoot Notifications”.  Once the tests complete, tap the “Send Report” button to flag your results with our support team for further help.', 'modified': '2022-12-25T07:22:45Z'}","Slack is a great messaging platform that we use at work. So many benefits so it. The app, however is slow to update and more often than not out of sync. Constantly telling me that I have unread messages in channels I know I read and when I view online or on the desktop app are properly marked as such. It's incredibly annoying when you get a push notification about a message, go into the app to read it and the messages are still DAYS old and it won't sync and there's no way to force sync and pulling down does nothing. Super annoying. The app team there really needs to get it together.",3,False,CraigIsCool.com,"Great messaging platform, but app is slow to update"
